Speaker,Region,Phoneme,Sonority,Point of articulation,Vowel,Horizontal position,Vertical Position,Stress,Relative intensity
PA,Peru,d,voiced,dental,o,posterior,mid,stressed,16.1
PA,Peru,d,voiced,dental,o,posterior,mid,stressed,14.3
PA,Peru,d,voiced,dental,o,posterior,mid,unstressed,15.7
PA,Peru,d,voiced,dental,o,posterior,mid,unstressed,13.1
PA,Peru,d,voiced,dental,u,posterior,high,stressed,17.3
PA,Peru,d,voiced,dental,u,posterior,high,stressed,14.6
PA,Peru,d,voiced,dental,u,posterior,high,unstressed,12.7
PA,Peru,d,voiced,dental,u,posterior,high,unstressed,10.1
PA,Peru,g,voiced,velar,a,central,low,stressed,14.6
PA,Peru,g,voiced,velar,a,central,low,stressed,11.6
PA,Peru,g,voiced,velar,a,central,low,unstressed,8.5
PA,Peru,g,voiced,velar,a,central,low,unstressed,26.8
PA,Peru,g,voiced,velar,o,posterior,mid,stressed,23
PA,Peru,g,voiced,velar,o,posterior,mid,stressed,26.4
PA,Peru,g,voiced,velar,o,posterior,mid,unstressed,19.2
PA,Peru,g,voiced,velar,o,posterior,mid,unstressed,20.2
PA,Peru,g,voiced,velar,e,anterior,mid,stressed,18.9
PA,Peru,g,voiced,velar,e,anterior,mid,stressed,25.7
PA,Peru,g,voiced,velar,e,anterior,mid,unstressed,8.4
PA,Peru,g,voiced,velar,e,anterior,mid,unstressed,5.9
PA,Peru,g,voiced,velar,i,anterior,high,stressed,7
PA,Peru,g,voiced,velar,i,anterior,high,stressed,10.6
PA,Peru,g,voiced,velar,i,anterior,high,unstressed,5.2
PA,Peru,g,voiced,velar,i,anterior,high,unstressed,10.5
PA,Peru,g,voiced,velar,u,posterior,high,stressed,29.4
PA,Peru,g,voiced,velar,u,posterior,high,stressed,26.3
PA,Peru,g,voiced,velar,u,posterior,high,unstressed,14.4
PA,Peru,g,voiced,velar,u,posterior,high,unstressed,5
PA,Peru,p,voiceless,bilabial,a,central,low,stressed,37
PA,Peru,p,voiceless,bilabial,a,central,low,stressed,36.4
PA,Peru,p,voiceless,bilabial,a,central,low,unstressed,30.8
PA,Peru,p,voiceless,bilabial,a,central,low,unstressed,26.3
PA,Peru,p,voiceless,bilabial,e,anterior,mid,stressed,30.5
PA,Peru,p,voiceless,bilabial,e,anterior,mid,stressed,30.6
PA,Peru,p,voiceless,bilabial,e,anterior,mid,unstressed,27.2
PA,Peru,p,voiceless,bilabial,e,anterior,mid,unstressed,28
PA,Peru,p,voiceless,bilabial,i,anterior,high,stressed,27.2
PA,Peru,p,voiceless,bilabial,i,anterior,high,stressed,27.7
PA,Peru,p,voiceless,bilabial,i,anterior,high,unstressed,24.1
PA,Peru,p,voiceless,bilabial,i,anterior,high,unstressed,22
PA,Peru,p,voiceless,bilabial,o,posterior,mid,stressed,34.7
PA,Peru,p,voiceless,bilabial,o,posterior,mid,stressed,33.4
PA,Peru,p,voiceless,bilabial,o,posterior,mid,unstressed,29.1
PA,Peru,p,voiceless,bilabial,o,posterior,mid,unstressed,28.7
PA,Peru,p,voiceless,bilabial,u,posterior,high,stressed,23.9
PA,Peru,p,voiceless,bilabial,u,posterior,high,stressed,24.1
PA,Peru,p,voiceless,bilabial,u,posterior,high,unstressed,33.1
PA,Peru,p,voiceless,bilabial,u,posterior,high,unstressed,26.9
PA,Peru,k,voiceless,velar,e,anterior,mid,stressed,30.8
PA,Peru,k,voiceless,velar,e,anterior,mid,stressed,28.1
PA,Peru,k,voiceless,velar,e,anterior,mid,unstressed,24.9
PA,Peru,k,voiceless,velar,e,anterior,mid,unstressed,24.9
PA,Peru,k,voiceless,velar,i,anterior,high,stressed,22.4
PA,Peru,k,voiceless,velar,i,anterior,high,stressed,23.7
PA,Peru,k,voiceless,velar,i,anterior,high,unstressed,20.5
PA,Peru,k,voiceless,velar,i,anterior,high,unstressed,24.3
PA,Peru,t,voiceless,dental,a,central,low,stressed,29.9
PA,Peru,t,voiceless,dental,a,central,low,stressed,30.4
PA,Peru,t,voiceless,dental,a,central,low,unstressed,30.6
PA,Peru,t,voiceless,dental,a,central,low,unstressed,27.8
PA,Peru,t,voiceless,dental,e,anterior,mid,stressed,31.7
PA,Peru,t,voiceless,dental,e,anterior,mid,stressed,30.1
PA,Peru,t,voiceless,dental,e,anterior,mid,unstressed,25.5
PA,Peru,t,voiceless,dental,e,anterior,mid,unstressed,25.4
PA,Peru,t,voiceless,dental,i,anterior,high,stressed,24.9
PA,Peru,t,voiceless,dental,i,anterior,high,stressed,27.5
PA,Peru,t,voiceless,dental,i,anterior,high,unstressed,25.6
PA,Peru,t,voiceless,dental,i,anterior,high,unstressed,24.3
PA,Peru,t,voiceless,dental,o,posterior,mid,stressed,27
PA,Peru,t,voiceless,dental,o,posterior,mid,stressed,29.4
PA,Peru,t,voiceless,dental,o,posterior,mid,unstressed,20.4
PA,Peru,t,voiceless,dental,o,posterior,mid,unstressed,35.4
PA,Peru,t,voiceless,dental,u,posterior,high,stressed,29.2
PA,Peru,t,voiceless,dental,u,posterior,high,stressed,26.3
PA,Peru,t,voiceless,dental,u,posterior,high,unstressed,23.7
PA,Peru,t,voiceless,dental,u,posterior,high,unstressed,25.6
PC,Peru,b,voiced,bilabial,a,central,low,stressed,21.6
PC,Peru,b,voiced,bilabial,a,central,low,stressed,11.4
PC,Peru,b,voiced,bilabial,a,central,low,unstressed,9.7
PC,Peru,b,voiced,bilabial,a,central,low,unstressed,15.3
PC,Peru,b,voiced,bilabial,e,anterior,mid,stressed,14.4
PC,Peru,b,voiced,bilabial,e,anterior,mid,stressed,15.9
PC,Peru,b,voiced,bilabial,e,anterior,mid,unstressed,16.4
PC,Peru,b,voiced,bilabial,e,anterior,mid,unstressed,14.9
PC,Peru,b,voiced,bilabial,i,anterior,high,stressed,17.4
PC,Peru,b,voiced,bilabial,i,anterior,high,stressed,18
PC,Peru,b,voiced,bilabial,i,anterior,high,unstressed,18.3
PC,Peru,b,voiced,bilabial,i,anterior,high,stressed,24.3
PC,Peru,b,voiced,bilabial,o,posterior,mid,unstressed,16.3
PC,Peru,b,voiced,bilabial,o,posterior,mid,stressed,20.9
PC,Peru,b,voiced,bilabial,o,posterior,mid,unstressed,11.3
PC,Peru,b,voiced,bilabial,o,posterior,mid,unstressed,18.1
PC,Peru,b,voiced,bilabial,u,posterior,high,stressed,18.6
PC,Peru,b,voiced,bilabial,u,posterior,high,stressed,19.1
PC,Peru,b,voiced,bilabial,u,posterior,high,unstressed,14.7
PC,Peru,b,voiced,bilabial,u,posterior,high,unstressed,12.8
PC,Peru,k,voiceless,velar,a,central,low,stressed,20.2
PC,Peru,k,voiceless,velar,a,central,low,stressed,21.1
PC,Peru,k,voiceless,velar,a,central,low,unstressed,16
PC,Peru,k,voiceless,velar,a,central,low,unstressed,11
PC,Peru,k,voiceless,velar,o,posterior,mid,stressed,17.7
PC,Peru,k,voiceless,velar,o,posterior,mid,stressed,19.2
PC,Peru,k,voiceless,velar,o,posterior,mid,unstressed,15.8
PC,Peru,k,voiceless,velar,o,posterior,mid,unstressed,15
PC,Peru,k,voiceless,velar,u,posterior,high,stressed,16.2
PC,Peru,k,voiceless,velar,u,posterior,high,stressed,20.7
PC,Peru,k,voiceless,velar,u,posterior,high,unstressed,17.4
PC,Peru,k,voiceless,velar,u,posterior,high,unstressed,15.7
PC,Peru,d,voiced,dental,a,central,low,stressed,12.8
PC,Peru,d,voiced,dental,a,central,low,stressed,17
PC,Peru,d,voiced,dental,a,central,low,unstressed,14.4
PC,Peru,d,voiced,dental,a,central,low,unstressed,4.1
PC,Peru,d,voiced,dental,e,anterior,mid,stressed,7
PC,Peru,d,voiced,dental,e,anterior,mid,stressed,16.2
PC,Peru,d,voiced,dental,e,anterior,mid,unstressed,18.3
PC,Peru,d,voiced,dental,e,anterior,mid,unstressed,15
PC,Peru,d,voiced,dental,i,anterior,high,stressed,16.8
PC,Peru,d,voiced,dental,i,anterior,high,stressed,19.6
PC,Peru,d,voiced,dental,i,anterior,high,unstressed,13
PC,Peru,d,voiced,dental,i,anterior,high,unstressed,9.9
PC,Peru,d,voiced,dental,o,posterior,mid,stressed,13.3
PC,Peru,d,voiced,dental,o,posterior,mid,stressed,13.3
PC,Peru,d,voiced,dental,o,posterior,mid,unstressed,18.1
PC,Peru,d,voiced,dental,o,posterior,mid,unstressed,10.8
PC,Peru,d,voiced,dental,u,posterior,high,stressed,20.7
PC,Peru,d,voiced,dental,u,posterior,high,stressed,19.6
PC,Peru,d,voiced,dental,u,posterior,high,unstressed,14.3
PC,Peru,d,voiced,dental,u,posterior,high,unstressed,16.2
PC,Peru,g,voiced,velar,a,central,low,stressed,16.1
PC,Peru,g,voiced,velar,a,central,low,stressed,16.2
PC,Peru,g,voiced,velar,a,central,low,unstressed,17.9
PC,Peru,g,voiced,velar,a,central,low,unstressed,13.1
PC,Peru,g,voiced,velar,o,posterior,mid,stressed,18.8
PC,Peru,g,voiced,velar,o,posterior,mid,stressed,15.3
PC,Peru,g,voiced,velar,o,posterior,mid,unstressed,13.4
PC,Peru,g,voiced,velar,o,posterior,mid,unstressed,11.1
PC,Peru,g,voiced,velar,e,anterior,mid,stressed,13.3
PC,Peru,g,voiced,velar,e,anterior,mid,stressed,23.5
PC,Peru,g,voiced,velar,e,anterior,mid,unstressed,17.6
PC,Peru,g,voiced,velar,e,anterior,mid,unstressed,19.6
PC,Peru,g,voiced,velar,i,anterior,high,stressed,13.9
PC,Peru,g,voiced,velar,i,anterior,high,stressed,18.1
PC,Peru,g,voiced,velar,i,anterior,high,unstressed,10.7
PC,Peru,g,voiced,velar,i,anterior,high,unstressed,8.5
PC,Peru,g,voiced,velar,u,posterior,high,stressed,18.1
PC,Peru,g,voiced,velar,u,posterior,high,stressed,15.6
PC,Peru,g,voiced,velar,u,posterior,high,unstressed,17
PC,Peru,g,voiced,velar,u,posterior,high,unstressed,21.2
PC,Peru,p,voiceless,bilabial,a,central,low,stressed,18.9
PC,Peru,p,voiceless,bilabial,a,central,low,stressed,17.5
PC,Peru,p,voiceless,bilabial,a,central,low,unstressed,19.4
PC,Peru,p,voiceless,bilabial,a,central,low,unstressed,18.5
PC,Peru,p,voiceless,bilabial,e,anterior,mid,stressed,20.6
PC,Peru,p,voiceless,bilabial,e,anterior,mid,stressed,17.9
PC,Peru,p,voiceless,bilabial,e,anterior,mid,unstressed,20.7
PC,Peru,p,voiceless,bilabial,e,anterior,mid,unstressed,18.2
PC,Peru,p,voiceless,bilabial,i,anterior,high,stressed,20.8
PC,Peru,p,voiceless,bilabial,i,anterior,high,stressed,18.4
PC,Peru,p,voiceless,bilabial,i,anterior,high,unstressed,16.4
PC,Peru,p,voiceless,bilabial,i,anterior,high,unstressed,20.8
PC,Peru,p,voiceless,bilabial,o,posterior,mid,stressed,18.8
PC,Peru,p,voiceless,bilabial,o,posterior,mid,stressed,18.6
PC,Peru,p,voiceless,bilabial,o,posterior,mid,unstressed,19
PC,Peru,p,voiceless,bilabial,o,posterior,mid,unstressed,17.5
PC,Peru,p,voiceless,bilabial,u,posterior,high,stressed,21.4
PC,Peru,p,voiceless,bilabial,u,posterior,high,stressed,19.9
PC,Peru,p,voiceless,bilabial,u,posterior,high,unstressed,21
PC,Peru,p,voiceless,bilabial,u,posterior,high,unstressed,19.7
PC,Peru,k,voiceless,velar,e,anterior,mid,stressed,20
PC,Peru,k,voiceless,velar,e,anterior,mid,stressed,17.2
PC,Peru,k,voiceless,velar,e,anterior,mid,unstressed,13.8
PC,Peru,k,voiceless,velar,e,anterior,mid,unstressed,15.9
PC,Peru,k,voiceless,velar,i,anterior,high,stressed,16.5
PC,Peru,k,voiceless,velar,i,anterior,high,stressed,15.8
PC,Peru,k,voiceless,velar,i,anterior,high,unstressed,14.6
PC,Peru,k,voiceless,velar,i,anterior,high,unstressed,12.4
PC,Peru,t,voiceless,dental,a,central,low,stressed,18.6
PC,Peru,t,voiceless,dental,a,central,low,stressed,15
PC,Peru,t,voiceless,dental,a,central,low,unstressed,16.9
PC,Peru,t,voiceless,dental,a,central,low,unstressed,11.3
PC,Peru,t,voiceless,dental,e,anterior,mid,stressed,18.2
PC,Peru,t,voiceless,dental,e,anterior,mid,stressed,19.5
PC,Peru,t,voiceless,dental,e,anterior,mid,unstressed,19
PC,Peru,t,voiceless,dental,e,anterior,mid,unstressed,16.7
PC,Peru,t,voiceless,dental,i,anterior,high,stressed,18.2
PC,Peru,t,voiceless,dental,i,anterior,high,stressed,16.2
PC,Peru,t,voiceless,dental,i,anterior,high,unstressed,18.9
PC,Peru,t,voiceless,dental,i,anterior,high,unstressed,19.9
PC,Peru,t,voiceless,dental,o,posterior,mid,stressed,17.8
PC,Peru,t,voiceless,dental,o,posterior,mid,stressed,17.7
PC,Peru,t,voiceless,dental,o,posterior,mid,unstressed,16.5
PC,Peru,t,voiceless,dental,o,posterior,mid,unstressed,12.6
PC,Peru,t,voiceless,dental,u,posterior,high,stressed,13
PC,Peru,t,voiceless,dental,u,posterior,high,stressed,15.9
PC,Peru,t,voiceless,dental,u,posterior,high,unstressed,14.8
PC,Peru,t,voiceless,dental,u,posterior,high,unstressed,12
MA,Mexico,b,voiced,bilabial,a,central,low,stressed,23.1
MA,Mexico,b,voiced,bilabial,a,central,low,stressed,20.9
MA,Mexico,b,voiced,bilabial,a,central,low,unstressed,12.1
MA,Mexico,b,voiced,bilabial,a,central,low,unstressed,12.8
MA,Mexico,b,voiced,bilabial,e,anterior,mid,stressed,22.1
MA,Mexico,b,voiced,bilabial,e,anterior,mid,stressed,16.3
MA,Mexico,b,voiced,bilabial,e,anterior,mid,unstressed,11.4
MA,Mexico,b,voiced,bilabial,e,anterior,mid,unstressed,12.8
MA,Mexico,b,voiced,bilabial,i,anterior,high,stressed,16.3
MA,Mexico,b,voiced,bilabial,i,anterior,high,stressed,20.4
MA,Mexico,b,voiced,bilabial,i,anterior,high,unstressed,11.2
MA,Mexico,b,voiced,bilabial,i,anterior,high,unstressed,16.3
MA,Mexico,b,voiced,bilabial,o,posterior,mid,stressed,16.5
MA,Mexico,b,voiced,bilabial,o,posterior,mid,stressed,24.1
MA,Mexico,b,voiced,bilabial,o,posterior,mid,unstressed,9.8
MA,Mexico,b,voiced,bilabial,o,posterior,mid,unstressed,15.2
MA,Mexico,b,voiced,bilabial,u,posterior,high,stressed,17.7
MA,Mexico,b,voiced,bilabial,u,posterior,high,stressed,15.2
MA,Mexico,b,voiced,bilabial,u,posterior,high,unstressed,15.7
MA,Mexico,b,voiced,bilabial,u,posterior,high,unstressed,17.7
MA,Mexico,k,voiceless,velar,a,central,low,stressed,26.8
MA,Mexico,k,voiceless,velar,a,central,low,stressed,27.2
MA,Mexico,k,voiceless,velar,a,central,low,unstressed,15.9
MA,Mexico,k,voiceless,velar,a,central,low,unstressed,16.1
MA,Mexico,k,voiceless,velar,o,posterior,mid,stressed,26.8
MA,Mexico,k,voiceless,velar,o,posterior,mid,stressed,26.2
MA,Mexico,k,voiceless,velar,o,posterior,mid,unstressed,24.9
MA,Mexico,k,voiceless,velar,o,posterior,mid,unstressed,21.6
MA,Mexico,k,voiceless,velar,u,posterior,high,stressed,26.9
MA,Mexico,k,voiceless,velar,u,posterior,high,stressed,27.1
MA,Mexico,k,voiceless,velar,u,posterior,high,unstressed,19.3
MA,Mexico,k,voiceless,velar,u,posterior,high,unstressed,20.1
MA,Mexico,d,voiced,dental,a,central,low,stressed,23
MA,Mexico,d,voiced,dental,a,central,low,stressed,22.8
MA,Mexico,d,voiced,dental,a,central,low,unstressed,13
MA,Mexico,d,voiced,dental,a,central,low,unstressed,14.4
MA,Mexico,d,voiced,dental,e,anterior,mid,stressed,16
MA,Mexico,d,voiced,dental,e,anterior,mid,stressed,7.5
MA,Mexico,d,voiced,dental,e,anterior,mid,unstressed,11.2
MA,Mexico,d,voiced,dental,e,anterior,mid,unstressed,8.5
MA,Mexico,d,voiced,dental,i,anterior,high,stressed,10.7
MA,Mexico,d,voiced,dental,i,anterior,high,stressed,15.1
MA,Mexico,d,voiced,dental,i,anterior,high,unstressed,15.2
MA,Mexico,d,voiced,dental,i,anterior,high,unstressed,7.9
MA,Mexico,d,voiced,dental,o,posterior,mid,stressed,18.3
MA,Mexico,d,voiced,dental,o,posterior,mid,stressed,19.7
MA,Mexico,d,voiced,dental,o,posterior,mid,unstressed,14.7
MA,Mexico,d,voiced,dental,o,posterior,mid,unstressed,16.9
MA,Mexico,d,voiced,dental,u,posterior,high,stressed,15.4
MA,Mexico,d,voiced,dental,u,posterior,high,stressed,27.5
MA,Mexico,d,voiced,dental,u,posterior,high,unstressed,12.8
MA,Mexico,d,voiced,dental,u,posterior,high,unstressed,10.2
MA,Mexico,g,voiced,velar,a,central,low,stressed,19.1
MA,Mexico,g,voiced,velar,a,central,low,stressed,21.9
MA,Mexico,g,voiced,velar,a,central,low,unstressed,14.6
MA,Mexico,g,voiced,velar,a,central,low,unstressed,16.5
MA,Mexico,g,voiced,velar,o,posterior,mid,stressed,15.9
MA,Mexico,g,voiced,velar,o,posterior,mid,stressed,19.9
MA,Mexico,g,voiced,velar,o,posterior,mid,unstressed,23.3
MA,Mexico,g,voiced,velar,o,posterior,mid,unstressed,18.8
MA,Mexico,g,voiced,velar,e,anterior,mid,stressed,24.3
MA,Mexico,g,voiced,velar,e,anterior,mid,stressed,17.6
MA,Mexico,g,voiced,velar,e,anterior,mid,unstressed,17.6
MA,Mexico,g,voiced,velar,e,anterior,mid,unstressed,18.7
MA,Mexico,g,voiced,velar,i,anterior,high,stressed,17.8
MA,Mexico,g,voiced,velar,i,anterior,high,stressed,14.1
MA,Mexico,g,voiced,velar,i,anterior,high,unstressed,15.4
MA,Mexico,g,voiced,velar,i,anterior,high,unstressed,10.6
MA,Mexico,g,voiced,velar,u,posterior,high,stressed,25.4
MA,Mexico,g,voiced,velar,u,posterior,high,stressed,13.4
MA,Mexico,g,voiced,velar,u,posterior,high,unstressed,16.5
MA,Mexico,g,voiced,velar,u,posterior,high,unstressed,18.4
MA,Mexico,p,voiceless,bilabial,a,central,low,stressed,27
MA,Mexico,p,voiceless,bilabial,a,central,low,stressed,28.9
MA,Mexico,p,voiceless,bilabial,a,central,low,unstressed,18.4
MA,Mexico,p,voiceless,bilabial,a,central,low,unstressed,18.4
MA,Mexico,p,voiceless,bilabial,e,anterior,mid,stressed,28.5
MA,Mexico,p,voiceless,bilabial,e,anterior,mid,stressed,25.8
MA,Mexico,p,voiceless,bilabial,e,anterior,mid,unstressed,20.3
MA,Mexico,p,voiceless,bilabial,e,anterior,mid,unstressed,20.4
MA,Mexico,p,voiceless,bilabial,i,anterior,high,stressed,23.7
MA,Mexico,p,voiceless,bilabial,i,anterior,high,stressed,15.3
MA,Mexico,p,voiceless,bilabial,i,anterior,high,unstressed,17.9
MA,Mexico,p,voiceless,bilabial,i,anterior,high,unstressed,18.1
MA,Mexico,p,voiceless,bilabial,o,posterior,mid,stressed,32.2
MA,Mexico,p,voiceless,bilabial,o,posterior,mid,stressed,28.7
MA,Mexico,p,voiceless,bilabial,o,posterior,mid,unstressed,23.2
MA,Mexico,p,voiceless,bilabial,o,posterior,mid,unstressed,18.6
MA,Mexico,p,voiceless,bilabial,u,posterior,high,stressed,25.9
MA,Mexico,p,voiceless,bilabial,u,posterior,high,stressed,24
MA,Mexico,p,voiceless,bilabial,u,posterior,high,unstressed,21.2
MA,Mexico,p,voiceless,bilabial,u,posterior,high,unstressed,20.4
MA,Mexico,k,voiceless,velar,e,anterior,mid,stressed,27.1
MA,Mexico,k,voiceless,velar,e,anterior,mid,stressed,25
MA,Mexico,k,voiceless,velar,e,anterior,mid,unstressed,26.7
MA,Mexico,k,voiceless,velar,e,anterior,mid,unstressed,23.5
MA,Mexico,k,voiceless,velar,i,anterior,high,stressed,19.6
MA,Mexico,k,voiceless,velar,i,anterior,high,stressed,21.6
MA,Mexico,k,voiceless,velar,i,anterior,high,unstressed,15.7
MA,Mexico,k,voiceless,velar,i,anterior,high,unstressed,14
MA,Mexico,t,voiceless,dental,a,central,low,stressed,29.2
MA,Mexico,t,voiceless,dental,a,central,low,stressed,32.9
MA,Mexico,t,voiceless,dental,a,central,low,unstressed,20.3
MA,Mexico,t,voiceless,dental,a,central,low,unstressed,22.4
MA,Mexico,t,voiceless,dental,e,anterior,mid,stressed,25.8
MA,Mexico,t,voiceless,dental,e,anterior,mid,stressed,24.4
MA,Mexico,t,voiceless,dental,e,anterior,mid,unstressed,22.5
MA,Mexico,t,voiceless,dental,e,anterior,mid,unstressed,22.4
MA,Mexico,t,voiceless,dental,i,anterior,high,stressed,22.7
MA,Mexico,t,voiceless,dental,i,anterior,high,stressed,23
MA,Mexico,t,voiceless,dental,i,anterior,high,unstressed,17.4
MA,Mexico,t,voiceless,dental,i,anterior,high,unstressed,17.4
MA,Mexico,t,voiceless,dental,o,posterior,mid,stressed,23.8
MA,Mexico,t,voiceless,dental,o,posterior,mid,stressed,24.3
MA,Mexico,t,voiceless,dental,o,posterior,mid,unstressed,21.3
MA,Mexico,t,voiceless,dental,o,posterior,mid,unstressed,18.1
MA,Mexico,t,voiceless,dental,u,posterior,high,stressed,23.3
MA,Mexico,t,voiceless,dental,u,posterior,high,stressed,27.1
MA,Mexico,t,voiceless,dental,u,posterior,high,unstressed,23.3
MA,Mexico,t,voiceless,dental,u,posterior,high,unstressed,17
SF,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,22.3
SF,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,21.5
SF,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,15.5
SF,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,13.6
SF,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,13
SF,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,16.9
SF,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,9.1
SF,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,10.2
SF,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,14.7
SF,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,17.1
SF,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,12.4
SF,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,11.8
SF,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,16
SF,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,17.1
SF,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,7.6
SF,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,8.2
SF,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,13.9
SF,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,16.4
SF,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,10.4
SF,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,11.9
SF,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,32.9
SF,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,28.6
SF,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,24.8
SF,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,24.9
SF,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,32.4
SF,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,30.5
SF,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,25.9
SF,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,24.6
SF,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,29.2
SF,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,25.2
SF,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,22.6
SF,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,25.3
SF,Northcentral Spain,d,voiced,dental,a,central,low,stressed,9.8
SF,Northcentral Spain,d,voiced,dental,a,central,low,stressed,12
SF,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,8.2
SF,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,4.7
SF,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,17.6
SF,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,18.3
SF,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,10.8
SF,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,9.1
SF,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,8.5
SF,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,11.1
SF,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,4.7
SF,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,12.2
SF,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,17.1
SF,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,20.5
SF,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,11.4
SF,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,12.3
SF,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,11.1
SF,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,3.4
SF,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,5.7
SF,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,11.2
SF,Northcentral Spain,g,voiced,velar,a,central,low,stressed,22.9
SF,Northcentral Spain,g,voiced,velar,a,central,low,stressed,21.2
SF,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,14.3
SF,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,10.9
SF,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,16.8
SF,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,21.9
SF,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,14.4
SF,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,10.4
SF,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,15.5
SF,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,14.4
SF,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,12.5
SF,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,11.2
SF,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,15.9
SF,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,10.9
SF,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,6
SF,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,7
SF,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,12.5
SF,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,7.5
SF,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,7.1
SF,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,10.5
SF,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,39.6
SF,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,35.4
SF,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,28.7
SF,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,27
SF,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,31.3
SF,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,28.3
SF,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,26.4
SF,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,21.6
SF,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,28.3
SF,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,26.5
SF,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,18.1
SF,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,24.3
